duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
146,,Movie,Anjaan,10/1/2018,2014,TV-MA,"Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",80190101
118,,Movie,Bathinda Express,10/1/2018,2016,TV-14,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,81024712
133,,Movie,Brooklyn's Finest,10/1/2018,2009,R,"Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",70112494
106,,Movie,Chappaquiddick,10/1/2018,2017,PG-13,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,80215922
,1,TV Show,Civilizations,10/1/2018,2018,TV-14,"Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time.",81012415
128,,Movie,Delhi 6,10/1/2018,2009,TV-14,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.",70113306
137,,Movie,Dev.D,10/1/2018,2009,TV-MA,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",70113305
145,,Movie,Dil Vil Pyaar Vyaar,10/1/2018,2014,TV-PG,"Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",80032472
141,,Movie,Dushman,10/1/2018,2017,TV-14,An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.,81024703
,1,TV Show,Earth's Natural Wonders: Life at the Extremes,10/1/2018,2018,TV-14,"From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world.",81012402
106,,Movie,Ek Main Aur Ekk Tu,10/1/2018,2012,TV-14,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,70181653
61,,Movie,Fishtail,10/1/2018,2015,NR,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.,80048200
135,,Movie,Freedom at Midnight,10/1/2018,2018,TV-MA,"Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.",81025884
137,,Movie,Haani,10/1/2018,2013,TV-14,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",80032474
129,,Movie,Happy Go Lucky,10/1/2018,2014,TV-14,"Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off.",80032476
99,,Movie,Harishchandrachi Factory,10/1/2018,2009,TV-PG,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.",70127589
,1,TV Show,Hot Date,10/1/2018,2018,TV-MA,Interconnected sketches and performances skewer the madness and misunderstandings of modern relationships.,80225696
155,,Movie,Jagga Jasoos,10/1/2018,2017,TV-14,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.",80104130
142,,Movie,Jatt James Bond,10/1/2018,2014,TV-14,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",80032473
214,,Movie,Jodhaa Akbar,10/1/2018,2008,TV-14,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.",70090035
137,,Movie,Judge Singh LLB,10/1/2018,2015,TV-14,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",81024713
128,,Movie,Kaminey,10/1/2018,2009,TV-MA,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",70117268
89,,Movie,Kevin Hart: Laugh at My Pain,10/1/2018,2011,R,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",70211216
67,,Movie,Kevin Hart: Seriously Funny,10/1/2018,2010,TV-MA,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.",70140322
151,,Movie,Khido Khundi,10/1/2018,2018,TV-14,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.,81024696
121,,Movie,Khoobsurat,10/1/2018,2014,TV-14,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,70303428
,1,TV Show,Kingdoms of the Sky,10/1/2018,2018,TV-PG,Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.,81012407
101,,Movie,Kisaan,10/1/2018,2009,TV-14,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,70125882
145,,Movie,Kismat Konnection,10/1/2018,2008,TV-PG,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.",70101039
147,,Movie,Kurbaan,10/1/2018,2009,TV-MA,"When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot.",70123121
90,,Movie,Lock,10/1/2018,2016,TV-14,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong.",80152182
129,,Movie,Luv Shuv Tey Chicken Khurana,10/1/2018,2012,TV-14,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer.",70229042
129,,Movie,"Main, Meri Patni Aur Woh",10/1/2018,2005,TV-14,"An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch.",70042756
136,,Movie,Manje Bistre,10/1/2018,2017,TV-PG,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.",80187618
117,,Movie,Motor Mitraan Di,10/1/2018,2016,TV-14,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake.",81024704
74,,Movie,Mountain,10/1/2018,2017,PG,"Featuring breathtaking imagery and thought-provoking narration, this film takes viewers to the summits of some of the world’s most amazing mountains.",80221498
150,,Movie,Mugamoodi,10/1/2018,2012,TV-14,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.,70229047
134,,Movie,Muran,10/1/2018,2011,TV-14,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal.",70229555
100,,Movie,My Friend Pinto,10/1/2018,2011,TV-PG,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.,70213515
44,,Movie,My Little Pony Equestria Girls: Forgotten Friendship,10/1/2018,2018,TV-Y7,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.,81018563
44,,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,10/1/2018,2018,TV-Y7,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them.",81018565
111,,Movie,My Suicide,10/1/2018,2009,NR,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family.",70114948
147,,Movie,Naan Sigappu Manithan,10/1/2018,2014,TV-MA,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her.",80190103
115,,Movie,Nasha,10/1/2018,2013,TV-MA,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.",81024729
,1,TV Show,Nature: Animals With Cameras,10/1/2018,2018,TV-PG,"With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives.",81012427
121,,Movie,Naughty Jatts,10/1/2018,2013,TV-PG,"When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest.",80032477
103,,Movie,Needhi Singh,10/1/2018,2016,TV-MA,"When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events.",81024711
73,,Movie,Peace Haven,10/1/2018,2016,TV-14,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.,81025908
129,,Movie,Phantom,10/1/2018,2015,TV-14,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.,70303495
102,,Movie,Pizza,10/1/2018,2014,TV-14,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.,70303429
122,,Movie,Pooja Kiven Aa,10/1/2018,2013,TV-PG,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.",80084768
155,,Movie,Race,10/1/2018,2008,TV-14,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,70096752
139,,Movie,Race 2,10/1/2018,2013,TV-14,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence.",70229046
131,,Movie,Saadey CM Saab,10/1/2018,2015,TV-14,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.,80084767
127,,Movie,Sat Shri Akaal England,10/1/2018,2017,TV-14,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England.",81024701
,1,TV Show,Strong,10/1/2018,2016,TV-PG,Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.,81031355
156,,Movie,Thaandavam,10/1/2018,2012,TV-14,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye.",70229048
91,,Movie,The Birth Reborn,10/1/2018,2018,TV-MA,"Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth.",80995576
132,,Movie,Theeya Velai Seyyanum Kumaru,10/1/2018,2013,TV-PG,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life.",70292836
,1,TV Show,Three Wives One Husband,10/1/2018,2018,TV-PG,"A film crew captures a year in the life of modern polygamist families at Rockland Ranch, a community for fundamentalist Mormons in the Utah desert.",80240397
130,,Movie,Tiger,10/1/2018,2016,TV-MA,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.",80141767
137,,Movie,Udaan,10/1/2018,2010,TV-MA,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",70139542
132,,Movie,V for Vendetta,10/1/2018,2005,R,"A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.",70039175
156,,Movie,Vettai,10/1/2018,2012,TV-MA,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru.",70225597
132,,Movie,Wake Up Sid,10/1/2018,2009,TV-14,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.,70123119
119,,Movie,We Are Family,10/1/2018,2010,TV-PG,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.,70150437
140,,Movie,What the Jatt!!,10/1/2018,2015,TV-14,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",80084667
101,,Movie,Zack and Miri Make a Porno,10/1/2018,2008,R,Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.,70099118
126,,Movie,Zindagi Kitni Haseen Hay,10/1/2018,2016,TV-14,"Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.",81024705
135,,Movie,26 Years,10/1/2017,2012,TV-MA,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",80198771
107,,Movie,April and the Extraordinary World,10/1/2017,2015,PG,"After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",80062096
74,,Movie,Barbie & Her Sisters in a Pony Tale,10/1/2017,2013,TV-Y,"Barbie and her sisters set off on a Swiss adventure to the majestic Alps, where they're excited to spend the summer at a fun-filled riding academy!",70291096
74,,Movie,Barbie in A Mermaid Tale,10/1/2017,2010,TV-Y,"Surf champ Merliah discovers she's actually a mermaid in a girl's body. With the help of a dolphin, Merliah must rescue her mom, the Queen of Oceana.",70130483
74,,Movie,Barbie in Princess Power,10/1/2017,2015,TV-Y,"A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero.",80031038
83,,Movie,Barbie in Rock 'N Royals,10/1/2017,2015,TV-Y,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",80065930
79,,Movie,Barbie Star Light Adventure,10/1/2017,2016,TV-Y,"A hoverboard-riding princess of the cosmos, Barbie must band together with a team of talented new friends to save the stars from winking out.",80112370
72,,Movie,Barbie: A Fairy Secret,10/1/2017,2010,TV-Y7,"When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him.",70165189
80,,Movie,Barbie: Princess Charm School,10/1/2017,2011,TV-Y,"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown.",70197459
75,,Movie,Barbie: Spy Squad,10/1/2017,2016,TV-Y,"A high-tech spy agency transforms Barbie and her best friends into secret agents, using their gymnastics skills to bring down a cunning cat burglar.",80095193
75,,Movie,Barbie: The Princess & the Popstar,10/1/2017,2012,TV-Y,"Barbie stars as a princess who would rather sing and dance than be a royal. When a famous pop star visits the kingdom, they decide to switch places.",70246439
72,,Movie,Barbie: Video Game Hero,10/1/2017,2017,TV-Y,"Pulled into her favorite video game, Barbie becomes a fun, roller-skating heroine who's battling a sinister emoji that's trying to take over.",80158155
,1,TV Show,Beyblade Burst,10/1/2017,2016,TV-Y7,"Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",80202539
80,,Movie,Boy and the World,10/1/2017,2013,PG,"Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work.",80063617
,1,TV Show,City in the Sky,10/1/2017,2016,TV-PG,"This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning.",80204252
,1,TV Show,Equestria Girls: Tales of Canterlot High,10/1/2017,2017,TV-Y,"In an alternate universe Equestria, the ponies have become teenage girls who must learn what it means to be human while attending Canterlot High.",80191075
,1,TV Show,Food: Delicious Science,10/1/2017,2017,TV-PG,"In this series, TV presenter Michael Mosley and botanist James Wong explore the physics, chemistry and biology inside every bite of food we eat.",80204401
93,,Movie,For Your Own Good,10/1/2017,2017,TV-MA,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto.",80202503
79,,Movie,Franca: Chaos and Creation,10/1/2017,2016,TV-MA,"A documentary filmmaker chronicles the life and times of his mother, Franca Sozzani, the editor of Italian Vogue and a fashion-world provocateur.",80147971
86,,Movie,Frances Ha,10/1/2017,2012,R,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.",70257412
107,,Movie,Generation Iron 2,10/1/2017,2017,PG-13,"New-generation bodybuilding stars – including Rich Piana, Kai Greene and Calum von Moger – share their experiences competing in the demanding sport.",80172937
47,,Movie,Ghost Patrol,10/1/2017,2016,TV-Y7-FV,Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.,80118280
,1,TV Show,Great Yellowstone Thaw,10/1/2017,2017,TV-PG,This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.,80204402
107,,Movie,I Am Bolt,10/1/2017,2016,PG,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy.",80135360
119,,Movie,I'm in Love with a Church Girl,10/1/2017,2013,PG,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.",70286355
108,,Movie,Ice Guardians,10/1/2017,2016,TV-MA,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys.",80150246
,1,TV Show,Justice in the City,10/1/2017,2012,TV-14,"Repeatedly on opposite sides of civil cases, two lawyers fall in love outside the courtroom, but circumstances hinder their romance from blossoming.",80156995
85,,Movie,Kahlil Gibran's The Prophet,10/1/2017,2014,PG,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,80017272
90,,Movie,Miss Hokusai,10/1/2017,2015,PG-13,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",80075828
72,,Movie,Monster High: Great Scarrier Reef,10/1/2017,2016,TV-Y7,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",80095089
23,,Movie,Monster High: New Ghoul at School,10/1/2017,2010,TV-Y7,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.",80208176
68,,Movie,My Life as a Zucchini,10/1/2017,2016,PG-13,"A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love.",80116741
,1,TV Show,Nature's Great Race,10/1/2017,2016,TV-PG,"Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys.",80204400
85,,Movie,Phantom Boy,10/1/2017,2015,PG,A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.,80063290
,1,TV Show,PJ Masks,10/1/2017,2016,TV-Y,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks.",80187223
,1,TV Show,Sudden,10/1/2017,2013,TV-14,A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.,80190518
,1,TV Show,The Code,10/1/2017,2014,TV-MA,"Investigating a deadly car crash, a journalist and his hacker brother stumble into a conspiracy that reaches into the upper echelons of government.",80002999
,1,TV Show,The Dream Catchers,10/1/2017,2009,TV-14,Four engineers from different walks of life cross paths in pursuit of the same selfless dream: making the world a better place – and finding love.,80157275
84,,Movie,The Free Man,10/1/2017,2016,TV-PG,Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.,80162195
118,,Movie,The Lion Woman,10/1/2017,2016,TV-PG,A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.,80106036
116,,Movie,The President's Barber,10/1/2017,2004,TV-MA,"The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s.",80198687
89,,Movie,Tokyo Idols,10/1/2017,2017,TV-14,"This documentary follows J-Pop idol Rio and her predominantly middle-aged fans, and their seemingly transactional interactions.",80163353
81,,Movie,Verónica,10/1/2017,2017,TV-MA,"A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries.",80162246
73,,Movie,Welcome to Monster High: The Origin Story,10/1/2017,2016,TV-Y7,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.,80112371
,1,TV Show,What She Put on the Table,10/1/2017,2017,TV-PG,"Based on the life of TV chef Fu Pei-mei, this drama follows two women – one rich, the other poor – who fortuitously cross paths in 1950s Taiwan.",80189209
140,,Movie,Wrong Side Raju,10/1/2017,2016,TV-MA,The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.,80208413
,1,TV Show,Be with Me,10/1/2016,2015,TV-14,"They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",80111818
,1,TV Show,Be with You,10/1/2016,2015,TV-14,"After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",80116939
86,,Movie,Bombshell,10/1/2016,2016,TV-MA,"In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies.",80128277
105,,Movie,Chatô: The King of Brazil,10/1/2016,2015,NR,"The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged.",80094453
,1,TV Show,Chewin' the Fat,10/1/2016,1999,TV-14,"Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.",80128338
,1,TV Show,Fall in Love with Me,10/1/2016,2014,TV-14,The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.,80111650
100,,Movie,Harud,10/1/2016,2010,TV-14,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.",70153553
,1,TV Show,Love Cheque Charge,10/1/2016,2014,TV-14,"Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word.",80111554
,1,TV Show,Masha's Spooky Stories,10/1/2016,2012,TV-Y,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",80097248
96,,Movie,Much Ado About Nothing,10/1/2016,2016,NR,Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.,80098709
,1,TV Show,Murphy's Law of Love,10/1/2016,2015,TV-14,An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.,80111556
97,,Movie,My Big Night,10/1/2016,2015,TV-MA,An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.,80092849
73,,Movie,My Little Pony Equestria Girls: Legend of Everfree,10/1/2016,2016,TV-Y7,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer.",80107372
,1,TV Show,Old Money,10/1/2016,2015,TV-14,"Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs.",80138584
44,,Movie,Pac's Scary Halloween,10/1/2016,2016,TV-Y7,"When sinister Dr. Pacenstein schemes to swap bodies with Pac during a Halloween party, Spiral, Cyli and Count Pacula scramble to save their pal.",80006232
132,,Movie,Riphagen - The Untouchable,10/1/2016,2016,NR,"This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths.",80106138
,1,TV Show,Robotech,10/1/2016,1985,TV-MA,"When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress.",70205018
,1,TV Show,Someone Like You,10/1/2016,2015,TV-14,"After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend.",80111683
96,,Movie,Umrika,10/1/2016,2015,TV-14,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.",80038288
92,,Movie,Unchained: The Untold Story of Freestyle Motocross,10/1/2016,2016,NR,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers.",80109089
99,,Movie,Welcome Mr. President,10/1/2016,2013,TV-14,"When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader.",80061797
,1,TV Show,When I See You Again,10/1/2016,2015,TV-14,"On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected.",80111845
,1,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,10/1/2015,2014,TV-Y7-FV,"Six years after Yugo and his team defeat Qilby, Ogrest's crying floods Amalia's kingdom. To stop him, they must find the six missing Eliatrope Dofus.",80048100
95,,Movie,A Stoning in Fulham County,10/1/2011,1988,NR,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.",70206821
96,,Movie,Adam: His Song Continues,10/1/2011,1986,NR,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",70206816
94,,Movie,Hard Lessons,10/1/2011,1986,NR,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school.",60022914
94,,Movie,In Defense of a Married Man,10/1/2011,1990,NR,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense.",70206818
93,,Movie,Quiet Victory: The Charlie Wedemeyer Story,10/1/2011,1988,TV-PG,"When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled.",70206819
96,,Movie,Strange Voices,10/1/2011,1987,NR,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her.",70206822
94,,Movie,The Ryan White Story,10/1/2011,1989,TV-PG,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",70206820
94,,Movie,Too Young the Hero,10/1/2011,1988,NR,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig.",70206823
93,,Movie,Triumph of the Heart,10/1/2011,1991,TV-PG,"This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career.",70206824
95,,Movie,Unspeakable Acts,10/1/2011,1990,NR,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.,70206825
93,,Movie,Victim of Beauty,10/1/2011,1991,NR,A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.,70206826
99,,Movie,"All's Well, End's Well (2009)",11/9/2018,2009,TV-14,"Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her.",81029831
132,,Movie,Gabriel and the Mountain,11/9/2018,2017,TV-MA,"In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?",80194289
106,,Movie,Lommbock,11/9/2018,2017,TV-MA,"After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things.",80191219
,1,TV Show,Love O2O,11/9/2018,2016,TV-PG,"When a computer-science major gets dumped by her “husband” in an online role-playing game, she attracts a new proposal from the game’s top player.",81005091
,1,TV Show,Medal of Honor,11/9/2018,2018,TV-MA,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",80169786
122,,Movie,Outlaw King,11/9/2018,2018,R,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.",80190859
,1,TV Show,Super Drags,11/9/2018,2018,TV-MA,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",80218634
,1,TV Show,The Queen of Flow,11/9/2018,2018,TV-14,"Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.",81022683
,1,TV Show,Westside,11/9/2018,2018,TV-MA,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,80201862
,1,TV Show,Case,11/9/2016,2015,TV-MA,A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.,80114869
,1,TV Show,Greatest Events of WWII in Colour,11/8/2019,2019,TV-14,"From the attack on Pearl Harbor to D-Day, the most pivotal events of World War II come to life in this vivid docuseries featuring colorized footage.",80989924
,1,TV Show,Green Eggs and Ham,11/8/2019,2019,TV-Y7,"On a road trip to save an endangered animal, polar opposites Guy and Sam learn to try new things like friendship – and a certain delectable dish.",80057250
100,,Movie,Hit & Run,11/8/2019,2012,R,"Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her.",70243445
93,,Movie,Let It Snow,11/8/2019,2019,PG-13,"A snowstorm hits a small town on a cold Christmas Eve, affecting the friendships, love lives and futures of several high school seniors.",80201542
